Name,ReleaseDate,Rating,Function,Meaning,Storytelling,Form,Cinematography,Acting,Effort,Fun,Cry,Genre,Runtime
The Funeral,1996,0.3,9.6,3.1,9.7,4.5,9.7,3.3,2,4.3,5.3,Drama,98
Phenomenon,1996,1.1,7.2,5.7,3.6,3.2,6,4.8,9.1,9.2,0.6,Comedy,123
The Portrait of a Lady,1996,0.6,9.4,5.1,3.7,8.8,2.5,4,7.3,6.3,1.3,Drama,140
Sleepers,1996,9.5,9.5,6.5,7.8,2.4,8.2,3.1,0.3,7.9,2.2,Drama,140
Alice Adams,1935,2.3,3.5,0.3,6.7,5.5,5.9,9.5,6,0.9,6.3,Comedy,99
The Addiction,1995,6.6,7.2,8.8,0.7,8.9,1.2,9,4.3,2.5,9.2,Drama,84
A Time to Kill,1996,2.4,1.4,2.4,1.3,2.7,5.5,5.6,0.8,8.3,3.9,Thriller,150
Twister,1996,8.9,6.7,3.8,7.9,3.4,8.8,5.7,6.8,1,1.5,Action,100
Jude,1996,3.1,8.1,9.9,1.5,1.8,8.3,8.4,2.4,4.1,6.3,Drama,123
Jack,1996,4.4,8.2,3.7,7.6,9.8,6.9,9.2,3,5,8.2,Comedy,83
Multiplicity,1996,0.1,1.9,0.3,1.1,6.5,4.8,6.7,8.7,3.1,6.3,Comedy,100
The Last Supper,1996,4.3,3.5,4,5.4,3.5,7.7,0.3,10,0.1,0.4,Comedy,114
The Last Hunt,1955,3.7,2.8,2.2,5.4,8.9,6.5,0.3,6.7,0.9,5.1,Western,103
Last Man Standing,1996,8.6,3.8,0.1,1.9,0.5,5.7,0.1,5.3,7.6,9.4,Action,130
Head Above Water,1996,4.3,9.4,8.9,5.4,8.7,6.9,6.3,3.7,4.8,1.2,Thriller,91
Sunchaser,1996,3.1,8.4,5.3,6.3,7.9,6.8,0.9,7,1.2,1.5,Drama,120
Beautiful Girls,1996,5.8,3.1,7.6,2.2,2.4,5.6,8.5,6.6,2,1,Comedy,112
Captain Ron,1992,3.4,5.7,8.7,2.5,1,7.7,1.2,7,5.7,3.8,Comedy,90
Shadows,1959,7.3,7.8,1.9,4.8,7.7,6.6,6.3,5,8.3,8.9,Drama,81
Evita,1996,5,4.2,7.7,5.9,1,4.4,3.1,8.5,8.4,5.6,Musical,133
White Squall,1996,7.5,9.1,3,0.7,9.8,2,7.3,2.9,3.9,8.3,Adventure,120
Daylight,1996,9.3,8.3,8.3,6.7,6,6.6,6.4,2,9.1,4.5,Action,115
Extreme Measures,1996,5.5,3.3,8.1,4,9.2,5.5,0.1,8.6,9.1,5.9,Thriller,117
The Ghost and the Darkness,1996,0.7,5.6,3.4,2.1,3.1,2.1,2.5,8.1,1.6,5.9,Adventure,109
Kansas City,1996,1.1,1.6,4.2,0.2,0.3,6.7,3.8,1,7.1,6.9,Drama,118
The Glimmer Man,1996,0.6,2.8,7.9,0.1,8,5.9,3.1,1,1.7,5,Action,105
In Name Only,1939,8.2,0,6.9,7.9,2,7.3,4.1,2.6,8.8,3.6,Comedy,94
The Black Hole,1979,3.8,5.6,1.3,6.2,6.2,0.6,2,2.7,5.9,4.1,Fantasy,98
Ransom,1996,5,3.5,5.7,8,7.3,9.2,8.2,3.8,2.9,6.9,Drama,121
Escape from L.A.,1996,7.9,1.1,0,5.6,3.5,7.1,9.6,5.6,1.8,0.5,Fantasy,100
First Wives Club,1996,2.3,5.6,5.3,8.3,4.3,4.7,7.9,2.2,1.3,9.6,Comedy,95
Everyone Says I Love You,1996,9.4,8.6,5.9,8.6,4.1,2.5,8.3,3.4,3.7,4.5,Comedy,110
Looking for Richard,1996,8.4,3.8,4.4,8.8,3.9,8.2,3.9,4.9,3.8,8.6,Drama,113
Dragonslayer,1982,3,8.7,7,6.4,3.3,1.7,4.5,1,3.2,4.3,Fantasy,104
Roger and Me,1989,9.5,8,4.2,0.7,4,1.2,1.8,5.2,7.4,1.1,Documentary,90
Only You,1994,6.4,8.9,7.8,3.1,5.9,4.5,0.7,1.8,7.9,1.6,Comedy,108
The Mirror Has Two Faces,1996,7.4,8,9.5,6.4,9,2.7,5.6,1.2,5.7,10,Comedy,126
Star Trek: First Contact,1996,2.9,6.2,5.2,8.5,5.2,0.1,0.1,6.2,2.5,2.7,Fantasy,110
The People vs. Larry Flynt,1996,4.3,4,8.3,1.6,9.4,6.2,4.4,7.8,9.3,2.9,Drama,130
Heavy,1995,6.6,4.8,8.9,3.3,1.8,2.1,8.5,1.3,3.7,0.7,Comedy,101
Something to Talk About,1995,6.3,8.7,9.2,3.8,8.6,7.6,1.8,9.7,7,3.9,Comedy,101
The Crucible,1996,5.8,1.7,1.1,1.1,4.3,2.8,8.4,5.1,9.5,3.7,Drama,123
The Preacher's Wife,1996,8.3,1.2,1.4,7.8,0.2,8.8,8.7,1.5,4.8,6.4,Comedy,124
Space Jam,1996,8.4,6,7,3.6,1.1,1.8,1.6,6,7.2,2.5,Comedy,88
Turbulence,1997,2.5,9.9,9.7,1.8,5.2,7.8,6.5,7.9,2.7,1.3,Thriller,96
Mars Attacks!,1996,1.4,0.8,6.3,0.4,0.5,9.8,3,1,3.3,0.4,Fantasy,103
Big Night,1996,1.4,5.1,8.1,0.3,5.1,0.6,7.8,5.8,9.9,8.1,Comedy,95
101 Dalmatians,1996,7.1,7.9,9.9,3,7.2,8.3,7.7,7.5,7,7.3,Comedy,110
Emma,1996,4.2,6,0.9,2,6.3,8.4,3.5,6.4,8.1,3.5,Comedy,110
Get on the Bus,1996,4.7,3.1,7.5,2.1,5,0.5,3.9,0.1,6,8.9,Comedy,90
Fierce Creatures,1996,4.7,4.2,1.7,6,3.1,9.4,7.9,7.3,1.9,7.5,Comedy,93
Matilda,1996,5,0.8,2.7,7.1,1.2,6.2,4.4,3.8,7.9,6.2,Comedy,93
The Basketball Diaries,1995,0.2,8.9,0,6,8.4,4.4,4.9,5.3,1.6,4.5,Drama,90
Kids,1995,1.6,0.9,0.8,7.9,6.8,1.3,2.2,9.3,8.1,0.6,Drama,95
The Devil's Own,1997,6.1,6.4,6,3.9,2.5,7.1,9.6,9.2,3.1,0.3,Thriller,107
When We Were Kings,1996,1,3.1,4.5,1,6,9.2,6.7,9.3,4.4,1.9,Documentary,88
William Shakespeare's Romeo + Juliet,1996,8.8,3.5,1.9,6.7,6.5,0.4,5.4,0.3,3.9,1,Drama,123
Metro,1996,6.1,3.4,3.1,8.7,8.9,2.9,9.3,8.3,3.2,3.5,Comedy,115
One Fine Day,1996,7.8,3.4,9.1,3.1,6.4,8.1,7.4,1.2,8.8,4.8,Comedy,108
Go West,1925,9.7,6.2,9.6,1.2,5.3,1.8,3.1,2.8,2,5.9,Comedy,70
Night Falls on Manhattan,1997,5.2,6.3,5.4,3.9,2.6,7.7,3.3,2.7,2.4,5.2,Drama,104
Party Girl,1959,9.9,6.1,0.2,2.4,7.4,6.8,2.1,6.4,6.4,3.5,Drama,99
The Underneath,1995,8.4,7.8,6.9,3.8,7.8,8.9,8.1,3.2,0.6,4,Thriller,95
The Navigator,1924,0.1,8.2,7.3,8.4,7.6,4.5,0.4,6.7,9,9.5,Comedy,65
The Final Countdown,1980,5.4,8,8.5,6.4,0,1.7,7.1,5.8,4.9,3,Fantasy,102
Lone Star,1996,9.5,3.7,3,8.3,3.3,4.1,9.6,7.7,5.1,6,Drama,135
Liar Liar,1997,1.1,5.7,3,2.2,3.7,1.9,1.5,6.5,5.3,9,Comedy,87
Marvin's Room,1996,0.3,5.7,8.3,0.8,3.9,1.8,5.7,4.3,7.4,9.4,Drama,105
Absolute Power,1996,6.6,6.5,0.7,1.4,6.7,1.5,0.8,8,0.6,1,Thriller,121
The Associate,1996,6.1,8.1,4.2,6.9,4.1,8.7,7.9,2.1,4.3,2,Comedy,95
James and the Giant Peach,1996,6.2,2.8,2.7,8.6,2.8,8.5,5.5,3,0.5,7.4,Fantasy,77
Last of the Dogmen,1995,1.4,9.2,8.5,0.5,0,6.4,6.8,4,0.4,0.7,Action,112
Everything You Always Wanted to Know About Sex But Were Afraid to Ask,1972,4.1,3.8,3.9,9.7,3.3,10,6.4,2.4,0.9,9,Comedy,87
Canadian Bacon,1994,5.8,0.7,6.2,9.2,3.8,1.5,9.2,2.1,8.4,4.5,Comedy,96
Hamlet,1996,2.5,1.4,9.1,5.1,9.3,5.1,3.4,3.8,4.6,9.3,Drama,242
Prime Cut,1972,3.2,3.1,4.5,6.8,5.5,1.3,5.6,0.8,7.8,1.5,Action,86
Flirting with Disaster,1996,6.8,5.7,7.3,1.4,9,1.7,7,9.4,8.5,0.4,Comedy,92
The Strange Love of Martha Ivers,1946,4.9,1.2,6.3,8.1,6.7,1.8,9.6,8.9,3.4,4.1,Drama,117
Fools Rush In,1997,2.3,4.7,0.8,8.9,8.2,4.2,8.6,5.5,4.4,6.1,Comedy,106
Snow White in the Black Forest,1996,0.3,6.9,0.8,7.5,1.9,8.8,8.6,9.3,1.3,9.9,Fantasy,98
The Kentuckian,1955,5.1,2.5,7.2,4.3,1.2,2.2,1.1,2.7,6.3,5.7,Western,104
Captain Horatio Hornblower R.N,1951,0.3,3.6,0.2,7.3,2.2,4.9,5.1,7.7,2.4,7.9,Adventure,117
Don't Bother to Knock,1952,0.1,8.3,0.3,5.2,9.4,2.5,9.5,2.1,7.3,6.5,Drama,76
Bad Boys,1995,9.4,3.2,6.4,1.7,9.6,2.6,6.2,3.5,8.1,2.8,Action,118
On the Beach,1959,5.4,2.9,7.9,6.5,3.7,3.4,5.3,0.9,7.1,7.1,Drama,100
Shoot to Kill,1988,0.6,5.8,5.4,5.4,3.7,1,5,0.6,2.3,4.9,Crime,110
Albino Alligator,1996,4.6,5.5,6,4.7,0.2,9.1,5.5,4,3.7,3,Thriller,100
Bound for Glory,1977,9.5,7.5,4.9,4.1,7.8,5.3,8.9,3.2,8,5.9,Biography,135
The Saint,1997,0.4,3.5,4.9,0.7,0.2,6.3,7.2,7.2,6.4,2.6,Adventure,118
That Thing You Do!,1996,0.9,4.2,7.3,3.8,3.3,4.5,0,9.1,7.9,2.7,Comedy,107
The Chamber,1997,3.8,3.8,9.9,8.7,5.8,4.9,0.9,6.9,6.2,9.1,Drama,110
Two Bits,1996,9.4,3.1,9.9,1.1,3.8,7.2,1.3,1.4,0.6,9.9,Comedy,95
Grosse Pointe Blank,1996,4.5,3.7,7,8.9,1.5,3.2,9.6,7.4,1.9,5.4,Thriller,105
To Gillian on Her 37th Birthday,1996,9.1,6.5,5.5,3,9.9,1.6,1.7,2.8,5.9,2.3,Comedy,93
Inherit the Wind,1960,7.8,4.9,7.4,4.8,5.4,7.2,6.1,6.3,7.1,1.4,Drama,135
Trees Lounge,1996,7.9,7.7,2.3,3.4,1.2,0.4,5.9,7.1,4.1,3.6,Comedy,95
Fear,1996,8.2,2.8,9.9,2.2,5.1,9.2,3.4,1.4,2.9,6.4,Thriller,95
Eyes of Laura Mars,1978,3.5,4.7,7,8.7,9,6.1,4.3,5.7,9.8,9.9,Thriller,99
The Badlanders,1958,9.6,7.4,7.3,8.5,7.3,2.3,8.6,8.8,1.1,9.5,Western,84
Opening Night,1977,2.9,1.2,1.6,3.2,0.9,7.2,8.5,6.8,0.1,5.6,Drama,144
The Man who never Was,1956,6.8,6.3,2.2,2.2,9.5,4.7,3,6.9,1.3,9.3,Spy,103
Chasing Amy,1997,8.9,0.9,0.4,2.3,0.8,2.9,9.6,9.5,2.3,7.8,Comedy,112
Set It Off,1996,6.4,3,1.8,3.2,7.8,2.6,1.7,9.6,0.1,3.4,Thriller,122
Fire Down Below,1957,2.7,4.7,7.5,4.2,9.4,8.7,3.6,8.8,4.8,6.4,Adventure,109
Swingers,1996,4.6,5.2,7.8,7.4,6.4,8.8,8.9,5.6,5.3,6.1,Comedy,96
Con Air,1997,1.1,9.5,3,9.8,8.5,5.7,9.3,4.8,5.1,5.4,Action,115
The Heiress,1949,0.2,4.7,1.2,5.6,4.5,2.4,1.2,6.9,0.1,4.5,Drama,115
Twin Peaks,1990,7.4,8.6,5,2.3,0.3,5.2,2.3,1.8,8.6,1.3,Drama,90
The Apartment,1960,7.7,4.6,8.9,0.8,7.5,4.9,7.2,0.2,7.4,5.2,Comedy,125
Day of the Outlaw,1959,9.3,7.4,3.2,5.7,5.6,7.3,7.9,3.1,7,1.7,Western,96
Thief,1981,3.4,0.4,0.5,0.6,6.2,3.2,6.9,8.8,3.7,5.8,Drama,122
The List of Adrian Messenger,1963,4.1,4.1,5.3,1.4,6.7,1.6,8.5,1,5.3,0.6,Thriller,98
Addicted to Love,1997,3.2,2.6,9.7,1.4,5.8,0.5,5.9,7.9,0.4,3,Comedy,115
Austin Powers,1997,3.6,0.9,5.5,9.2,9.4,8.1,9.5,1.2,8.2,3.3,Comedy,113
The Children's Hour,1962,5.2,0.3,7.1,6.9,8.1,6.2,8.9,3.7,2.2,3,Drama,105
Eureka,1983,5.9,5.4,3,2.1,3.8,0.3,9.6,6,3,3,Drama,125
In the Company of the Man,1997,7.7,4.8,7.7,6.3,1.6,3.6,6.8,0.9,9.8,5,Drama,93
Contact,1997,4.3,0.7,1.9,3.6,1.9,1.9,3,7.1,0.6,9.5,Fantasy,150
Getting Straight,1970,9.2,3.4,7.5,8.6,4,8.2,5.6,6.1,8.8,8.8,Comedy,126
In Cold Blood,1967,9,2.2,9.8,5.2,6.9,2.4,4.5,2.7,7.3,7.8,Drama,132
Shadow of a Doubt,1943,1.4,7.5,9.5,7.2,3,0.2,0.8,5.2,2.6,1.4,Thriller,108
Men in Black,1997,8.2,8.8,1.1,0.3,3,4.6,9,0.9,9.1,1.9,Fantasy,95
Paradise Road,1997,8.4,6.6,8.4,9.5,3.1,2.5,5.2,2.1,1.5,8.4,Drama,100
She's So Lovely,1997,3.1,1.1,7.5,9.3,5.3,4.9,0.2,6,1.8,8.5,Drama,100
The Lost World,1997,1.4,3,3.8,1.1,6.7,8.6,2.2,1.4,8.8,6.9,Adventure,134
M*A*S*H*,1969,4.2,0.2,4.4,1.7,9.5,7.5,6.5,3.4,4.3,2.8,Comedy,116
The War,1996,10,1.8,9.5,9.7,3.7,6.6,6.8,3,7.7,6.9,Drama,124
Carnal Knowledge,1972,0.4,1.5,4.9,2,6.8,2.2,0.1,8,9,1.5,Comedy,100
Face/Off,1997,0.4,1.7,5.5,8.5,6.1,8.5,1.1,8.1,1.6,8.4,Action,137
The Anderson Tapes,1972,5.6,0.4,5,3.4,4.1,0.1,3.7,4.8,1,4.8,Thriller,98
Father's Day,1997,1.8,0.1,3.5,5.2,2.1,7.7,6.7,6.1,3.7,5.1,Comedy,99
Clueless,1995,5.4,7.5,6.9,9.3,8.2,4.8,8.4,1,7.2,3.7,Comedy,97
The Milagro Beanfield War,1987,4.5,7.3,0.5,4.5,3.7,4.2,8.8,2.3,4.5,2.6,Drama,112
Conspiracy Theory,1997,8.1,4.4,1.6,3.5,2.4,9.4,5.3,8,2.5,7.8,Thriller,134
Mallrats,1995,4.5,3.7,0.4,7.6,0.8,0.8,9.1,8.5,4.2,1.9,Comedy,91
Sudden Death,1995,2,8.9,8.2,8.9,4.5,4,6.7,4.6,1.1,8.5,Action,110
Badlands,1973,1.1,1.4,2.9,9.5,1.5,5.4,4.9,0.3,5.5,5.5,Drama,90
Cop Land,1997,3.6,4.8,5.5,7.6,2.7,1.5,2.8,7,8.2,3.7,Crime,110
Ice Storm,1997,7.4,7.7,2.5,9.9,5.5,0,7.5,9.9,9.7,1.1,Drama,112
Henry: Portrait of a Serial Killer,1986,8.3,6.4,3,9.3,7.9,1.2,4,9.5,6.1,9.2,Drama,83
The Peacemaker,1997,9.5,5.9,3.7,6.5,8.1,0.8,3.5,5.9,1.7,5.2,Thriller,123
The Boys in the Band,1970,5.2,0.6,4.2,2.6,0.1,8.7,7.3,3.2,4.1,8.3,Drama,119
The Brave,1997,5.2,0.3,7.7,3.4,7.8,7.3,3.7,8.8,0,0.6,Drama,120
The Choirboys,1977,0.3,2.4,3.9,9.3,1.7,2.7,5.9,1.9,7.6,5.8,Drama,119
Boys Town,1938,10,5.2,1,0.2,4.7,2.9,7,1.7,0.2,3.9,Drama,93
Donnie Brasco,1997,9.8,2.3,9,1.1,3.5,9.5,3,5.3,7.1,8.9,Crime,126
Games,1967,2.2,8.7,1.5,7.7,7.8,6,1.7,3.7,2.3,1,Thriller,95
Nick of Time,1995,2.3,8.2,6,5.8,5.3,4.1,4.7,8,0.5,9.8,Thriller,89
The Muppet Christmas Carol,1992,7.7,8.8,1.9,8,1.6,7.1,10,5.9,2.6,2.5,Fantasy,100
Pagemaster,1994,2.4,9.8,9.2,2.6,2.6,2.3,9.6,5.4,6.3,2.2,Fantasy,75
The Second Civil War,1997,5.9,7,6.4,9.2,5.8,4.4,0.2,7.8,2,4.9,Comedy,97
The Long Kiss Goodnight,1996,9.9,9.7,1,7,7.9,1.6,8.8,7.3,7.3,0.3,Action,105
The Devil's Advocate,1997,0.3,2.1,4.9,4.9,9.5,0.2,2.4,1.8,9.1,1.4,Thriller,143
Seven Years in Tibet,1997,1.2,0.7,8.8,5.3,6,3.4,5.4,5.7,4.1,0,Drama,135
My Best Friend's Wedding,1997,2.6,0.8,2.6,8.2,2.2,5.9,7.8,3.6,6.1,5.7,Comedy,105
The Killing of a Chinese Bookie,1976,5.7,6.4,3.7,5.2,5,8.4,1.3,1.2,4.4,4.7,Crime,129
In & Out,1997,2.2,1.8,5,9.3,6.8,9.5,8.3,0.6,2.2,1.5,Comedy,90
Titanic,1997,1.9,9.7,6,5,6,8.7,8.8,8.7,6.7,3.9,Action,194
Event Horizon,1997,7.6,2.3,3.3,8.8,0.1,2.9,8.9,9.1,3.8,9.1,Fantasy,95
Le Mans,1971,7.3,9.5,7.2,9.9,9.5,0.4,2.3,3.9,3.5,5.7,Drama,106
The Rainmaker,1997,7.8,8.9,3.1,8.9,3.1,6,5.7,8.2,8.8,8.6,Drama,135
The Jackal,1997,4.1,1.1,4.2,6,4.7,5,4.2,3.2,9.3,7.7,Action,124
Deconstructing Harry,1997,7.8,1.3,2.6,2.5,6.7,1.2,2.5,1.1,0.8,9.6,Comedy,96
As Good As It Gets,1997,0.4,9.8,7.8,2.1,9.4,8.8,4.1,8.2,5.3,5,Comedy,138
Kafka,1991,4.2,3.5,1.9,1,2.5,3.4,6,4.4,3.9,6.9,Drama,97
Greed,1924,0.7,0.5,2,8.7,7.1,9.1,3.2,1.9,3.1,4.9,Drama,100
The Postman,1997,0.4,4.1,3.9,1.5,2.2,5.3,0.2,2,2.7,9.2,Western,178
Kiss the Girls,1997,4.5,4.7,10,7.6,8.8,8.4,9.8,4.1,9.8,8.4,Thriller,115
Alien Resurrection,1997,2.5,0.6,4.7,6.9,0.7,4.3,5,0.1,9.1,6.7,Fantasy,100
"To Wong Foo, Thanks for Everything! Julie Newmar",1995,0.7,1.4,6.4,5,9.2,5.9,9.8,4.7,4.9,3.3,Comedy,104
Sink the Bismark,1960,4.2,5.8,4.3,1.7,0.7,3,2.7,3.4,2.9,5.9,War,101
23 Pages to Baker Street,1956,4.1,3.2,9.4,7.1,6,0.1,7.2,0.6,0.4,9.9,Thriller,107
Starship Troopers,1997,3.9,9.9,3.1,2.1,5.5,7,1.5,0.9,4.2,3.8,Fantasy,128
The Boston Strangler,1968,10,2.7,4.3,4.6,9.4,7.6,4.2,2.8,1.8,1.4,Drama,116
Good Will Hunting,1997,6.5,9.7,7.4,5.5,9.5,3.8,0.2,9.5,8.2,3.5,Drama,100
Midnight in the Garden of Good and Evil,1998,4.8,2.1,0.9,7.6,9.3,3.7,4.5,7.9,4.8,3.2,Thriller,154
Gambit,1967,0.2,7.7,2.3,1.6,9.3,5.5,9.8,8.5,8.6,9.4,Comedy,110
The True Story of Jesse James,1957,8.7,5.6,2.4,0.3,6.5,9.4,2.8,3.1,1.8,3.4,Western,93
Fra Diavolo,1933,5.2,0.2,7.8,6.8,9.3,2.8,7.4,4.8,2.5,5.5,Comedy,88
The Game,1997,9.5,2.5,9.9,3.8,6.6,2,2.6,2.6,1,6.5,Thriller,128
Amistad,1998,1.5,2,6.5,5.5,9.8,7.3,1.3,9,9.9,0.8,Drama,155
Gattaca,1997,3.4,6.5,1.1,5.7,3.8,6.3,9.5,0.8,8.2,6.1,Fantasy,108
Boogie Nights,1997,8.3,4.7,8.3,9.9,0.9,9.2,5.5,4.8,8.6,2.9,Comedy,152
The Man in the Iron Mask,1998,3.6,4.3,8.5,9.8,7.9,7.9,9.7,3.6,0.5,5.2,Adventure,132
The Enemy Below,1957,0.2,9.4,9.2,1.2,3.2,4.1,8.8,6.8,9,6.5,War,98
Kundun,1997,5.2,1,9.1,0.7,1.9,6.9,6.1,1.8,8.9,9.9,Drama,133
The Domino Principle,1976,3.4,4.6,0.1,1,9.2,7.5,5.3,7,3.7,4.6,Drama,100
Mouse Hunt,1998,9.8,10,7.1,3.3,7.8,2,6.9,2,0.9,7.3,Comedy,95
Wag the Dog,1998,5.6,5.9,4.4,2,5.3,3.3,7,6.7,1.2,0.9,Comedy,99
Sphere,1997,4.8,4.9,5.6,0.3,1.1,0.9,1.2,9.7,6.7,7.2,Fantasy,133
Escape from New York,1981,2,2.2,5.7,7.2,2.8,4,4.1,8.3,8.3,7.5,Fantasy,95
Hard Eight,1996,3.8,1.1,1.3,9.2,5.9,9.7,9.4,6.2,9.9,3.1,Drama,101
Ms. 45,1981,6.6,0.6,2.9,0.1,2,8.7,3,8.4,4.6,7.2,Thriller,84
It Takes Two,1995,8.2,6.7,3.9,1.1,5.8,5,5.1,3.3,2.5,8.3,Comedy,101
The Naked Edge,1961,4.5,9.9,6.3,6.9,8.6,5.3,3,0.6,0.7,3.6,Thriller,100
Love and Death on Long Island,1997,6,1,5.2,9,8,9.8,7.7,8.3,6.6,4.7,Comedy,93
Breakdown,1997,9.2,6.3,6,5.7,1.3,2.1,8.9,2.6,9.5,0.2,Thriller,100
A Streetcar Named Desire,1951,1.4,7.3,9,4.2,5.8,0.4,6.8,4.2,7.5,7.8,Drama,126
The Pawnbroker,1965,4.8,2,1.9,2.1,1.1,7.6,9.6,8.3,6.6,1,Drama,116
The Seventh Victim,1943,3.8,4.5,1.8,1.3,3,5,6.2,6.3,5.2,4.9,Drama,71
The Big Lebowski,1998,7.4,8.2,8.1,6.2,1.1,0.8,2.4,0.8,4.8,4.5,Comedy,117
Double Team,1997,9.3,1.4,8.2,7.5,6.8,6.5,9.5,8.6,6.6,0.3,Action,90
Deep Impact,1998,4.4,9.5,6.2,4.5,10,0.5,5.4,4.6,3.7,5.1,Action,100
A Soldier's Story,1984,8.5,3.5,4.1,5.9,6,1.3,6.4,2.7,0.4,3.5,Drama,98
Separate Tables,1959,6.4,7.9,0.5,8.3,2.1,6.1,6.7,3.2,7.7,6.4,Comedy,101
Arizona Dream - American Dreamers,1992,6.5,0.4,3.5,3.4,1.4,0.5,0.2,8.2,2.8,2.6,Comedy,140
Private Parts,1997,0.7,6.2,8.1,1.1,6.2,3.4,9.4,1.7,4.1,5.8,Comedy,103
The Replacement Killers,1998,1.5,6.3,7.4,5.2,2.5,9.5,7.8,8.6,6.2,8.5,Action,88
Buffalo '66,1998,1.6,8.3,5.8,4,0.7,4.6,8.8,7.7,1.2,4.4,Comedy,112
Of Mice and Men,1992,7.3,8.2,5.7,2.9,3.3,9,1.4,3.8,5.5,7.2,Drama,100
Someone's Watching Me!,1978,4.8,1.8,2.3,8.8,4,7.1,8.1,7.4,0.7,9.6,Thriller,100
Paradise Alley,1978,6.9,4.8,3.3,2.7,9.9,1.3,0.2,9.6,9.1,5.4,Comedy,120
The Object of My Affection,1998,2.9,9.1,6.6,9.6,4.7,4.7,9.6,0.3,7.3,3.3,Comedy,112
First Strike,1997,3.6,7.6,3.3,0.1,3,9,7.5,3.1,5.5,1.3,Action,90
Hombre,1967,0.2,6.7,3.7,4.6,3.7,7.7,0.9,2.7,5.2,3.9,Western,110
Journey Into Fear,1943,7.6,8.5,4.2,3.9,6.3,7.3,2.8,8.9,6.1,0.9,Spy,70
187,1997,4,4.8,6.6,1.6,5.1,7.5,7.3,2.6,2.5,7.2,Thriller,98
The Defiant Ones,1958,2.3,8,7.4,9.3,0.6,7.8,9,6.1,4.7,5.4,Drama,90
Hard Rain,1998,3.9,3.2,1.1,6.3,6.5,5.5,7.4,3.3,4.5,2.3,Action,92
The Patriot,1998,2.3,4,8.3,5.3,6.9,7.9,5.7,0,4.2,9.9,Action,90
Decision at Sundown,1957,0.9,9.7,0.3,7.9,1.8,1.2,1.2,2.9,5.2,7.3,Western,77
Whore,1991,1.2,8.3,2.6,6.6,2.5,8.2,6.8,9.2,6.3,9.9,Drama,84
Legend of the Hell House,1974,1.1,5,0.5,2.2,1.7,7.5,9.9,0.5,5.4,3.1,Drama,95
Wild Things,1998,7.4,2.4,4,1.6,3.6,7.2,1,2.7,8.2,3.4,Thriller,111
Jack's Wife - Hungry Wives - Season of Witch,1972,3.9,7.9,0.6,5.6,7.7,8.4,3.1,1.3,3.3,7.7,Drama,89
Knock Off,1998,2.6,7.4,8.9,1.1,9.8,1.8,3.5,1.2,7.7,7.3,Action,100
Paulie,1998,0.7,9.8,6.1,4.7,3.2,7.1,5.6,3.1,7.2,2.7,Comedy,98
Lethal Weapon 4,1998,2.2,8.4,1.9,3.8,8.1,2.3,0.6,1.6,1.9,1.7,Action,127
Switchback,1997,5,0.8,2.7,0.6,4.2,3.8,5.9,2.5,8.4,7.9,Thriller,118
Drum Beat,1954,3.6,4.6,1.7,5.9,6.6,7.4,4.7,3.6,9.4,3.9,Western,113
No Name on the Bullet,1959,2.8,5.3,5.1,5.7,2.2,1.9,0.9,0.2,8.2,8,Western,77
Pickup on South Street,1953,8.9,8.1,7.7,2.7,5.8,2.8,5.4,0.6,6.6,3.8,Crime,83
The Yearling,1946,10,5,7.1,8.9,5.7,1.3,3.5,2.3,4.7,7.5,Drama,134
City of Angels,1998,1.1,5.2,8,9.8,9.3,4.4,5.2,8.7,7.2,1.4,Fantasy,114
Yentl,1983,6.2,3.5,0.6,1.6,9.7,5.5,8.5,5.9,5.7,7.8,Drama,134
The Truman Show,1998,8.2,7,2.3,9.8,4.1,2.5,1.2,1.3,3.3,5,Comedy,103
Altered States,1980,5,3.4,3,5.2,0.8,8.9,8.1,1.2,6.9,2.4,Fantasy,102
Coming Home,1978,4,1.3,5.9,8.5,7.5,6.4,2.6,2.1,6.5,0.6,Drama,127
Amazon Women on the Moon,1987,5.1,6.2,4.8,7.1,3.9,7.8,9.1,1.7,5.7,8.9,Comedy,82
Washington Square,1997,0.9,8.3,7.7,7.3,6.7,6.7,6.3,7.7,9.4,6.1,Drama,110
Small Soldiers,1998,6,10,0.1,7.7,4.9,2.3,4.4,5.9,8.8,2.3,Fantasy,112
A Perfect Murder,1998,7.7,8.8,2.3,1.9,1.9,4,2.3,3.1,5.7,1,Thriller,107
There's Something About Mary,1998,5.3,5.7,4.2,8.8,4.5,4.3,9.7,7.8,3.8,4.1,Comedy,119
The Horse Whisperer,1998,0.1,5.6,4.8,7.9,9.3,9,7.8,8.5,8.2,7.5,Drama,160
Bigger Than Life,1956,7.9,0.1,3.8,5.8,5.7,6,5.4,5.6,4.8,2,Drama,95
He Got Game,1998,9.2,0.2,3.5,9.1,3,5.5,9.4,4.8,3.8,8.9,Drama,134
Primary Colors,1998,9.6,7.2,5.6,0.6,6.8,1.4,7.4,6.4,0.9,5.3,Comedy,143
X-Files The Movie,1998,4.4,1.7,8.4,3,6.7,7.1,8.7,6.8,1.8,3.4,Fantasy,110
Apt Pupil,1997,1.9,7.5,8.6,9.4,5.4,5.4,6.7,7.2,9.4,0.6,Drama,123
Last Dance,1996,8.5,10,1.1,2.7,3.3,9.1,9.8,1,8.4,1.1,Drama,95
